"No.","Time","Source","Destination","Protocol","Length","Info"
"1335","9.789210700","10.35.99.145","142.250.67.46","TLSv1.3","175","Application Data"
"1336","9.789424800","10.35.99.145","142.250.67.46","TCP","1466","65094  >  443 [ACK] Seq=4435 Ack=4284 Win=65280 Len=1412 [TCP PDU reassembled in 1337]"
"1337","9.789424800","10.35.99.145","142.250.67.46","TLSv1.3","298","Application Data"
"1338","9.797612800","10.35.99.145","216.239.38.223","QUIC","1292","Initial, DCID=f8b00dd20295f9ba, PKN: 8, PING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING"
"1339","9.801413500","142.250.205.78","10.35.99.145","TLSv1.3","670","Application Data, Application Data"
"1340","9.801413500","142.250.205.78","10.35.99.145","TLSv1.3","85","Application Data"
"1341","9.801413500","142.250.205.78","10.35.99.145","TCP","54","443  >  50060 [ACK] Seq=1948 Ack=5021 Win=264960 Len=0"
"1342","9.801413500","142.250.205.78","10.35.99.145","TCP","54","443  >  50060 [ACK] Seq=1948 Ack=6220 Win=263936 Len=0"
"1343","9.801531400","10.35.99.145","142.250.205.78","TCP","54","50060  >  443 [ACK] Seq=6220 Ack=1948 Win=65280 Len=0"
"1344","9.802774700","10.35.99.145","142.250.205.78","TLSv1.3","85","Application Data"
"1345","9.802785600","142.251.153.119","10.35.99.145","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1346","9.802785600","142.251.153.119","10.35.99.145","TLSv1.3","134","Application Data"
"1347","9.802785600","20.190.146.37","10.35.99.145","TCP","54","443  >  54575 [ACK] Seq=1 Ack=230 Win=65280 Len=0"
"1348","9.802892300","10.35.99.145","142.251.153.119","TCP","54","54574  >  443 [ACK] Seq=2208 Ack=1493 Win=65280 Len=0"
"1349","9.805161200","20.190.146.37","10.35.99.145","TCP","1514","443  >  54575 [ACK] Seq=1 Ack=230 Win=4194304 Len=1460 [TCP PDU reassembled in 1351]"
"1350","9.805161200","20.190.146.37","10.35.99.145","TCP","1514","443  >  54575 [ACK] Seq=1461 Ack=230 Win=4194304 Len=1460 [TCP PDU reassembled in 1351]"
"1351","9.805161200","20.190.146.37","10.35.99.145","TLSv1.2","1090","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1352","9.805161200","20.106.86.13","10.35.99.145","TCP","54","443  >  65095 [ACK] Seq=1 Ack=215 Win=65280 Len=0"
"1353","9.805308700","10.35.99.145","142.251.153.119","TLSv1.3","128","Change Cipher Spec, Application Data"
"1354","9.805325400","10.35.99.145","20.190.146.37","TCP","54","54575  >  443 [ACK] Seq=230 Ack=3957 Win=65280 Len=0"
"1355","9.822798600","10.35.99.145","20.190.146.37","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1356","9.838359800","10.35.99.145","216.239.34.223","QUIC","1292","Initial, DCID=3131f0b7b750f23d, PKN: 7, CC, PADDING"
"1357","9.940095700","10.35.99.145","142.250.207.78","QUIC","1292","Initial, DCID=6b91eabab082279a, PKN: 8, PADDING, CRYPTO, PING, PING, PING, PING, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING"
"1358","9.946713700","142.250.205.78","10.35.99.145","TLSv1.3","823","Application Data"
"1359","9.946713700","142.250.205.78","10.35.99.145","TLSv1.3","302","Application Data"
"1360","9.946713700","142.250.205.78","10.35.99.145","TLSv1.3","85","Application Data"
"1361","9.946869000","10.35.99.145","142.250.205.78","TCP","54","50060  >  443 [ACK] Seq=6251 Ack=2996 Win=64256 Len=0"
"1362","9.946984400","142.250.205.78","10.35.99.145","TLSv1.3","93","Application Data"
"1363","9.946984400","172.217.24.3","10.35.99.145","TCP","66","443  >  54923 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1364","9.946984400","142.250.67.46","10.35.99.145","TCP","54","443  >  65094 [ACK] Seq=4284 Ack=4435 Win=265728 Len=0"
"1365","9.946984400","142.250.67.46","10.35.99.145","TCP","54","443  >  65094 [ACK] Seq=4284 Ack=5847 Win=264448 Len=0"
"1366","9.946984400","142.250.67.46","10.35.99.145","TCP","54","443  >  65094 [ACK] Seq=4284 Ack=6091 Win=264448 Len=0"
"1367","9.946984400","74.125.200.188","10.35.99.145","TLSv1.3","779","[TCP Retransmission] , Continuation Data"
"1368","9.946984400","142.250.205.78","10.35.99.145","TCP","54","443  >  50060 [ACK] Seq=3035 Ack=6251 Win=263936 Len=0"
"1369","9.946984400","142.251.153.119","10.35.99.145","TCP","54","443  >  54574 [ACK] Seq=1493 Ack=2282 Win=267520 Len=0"
"1370","9.947122000","10.35.99.145","74.125.200.188","TCP","66","[TCP Dup ACK 1295#1] 54912  >  5228 [ACK] Seq=1978 Ack=11730 Win=65280 Len=0 SLE=13142 SRE=13867"
"1371","9.947162200","10.35.99.145","142.250.205.78","TCP","54","50060  >  443 [ACK] Seq=6251 Ack=3035 Win=64256 Len=0"
"1372","9.947178500","10.35.99.145","172.217.24.3","TCP","54","54923  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1373","9.947682800","10.35.99.145","172.217.24.3","TCP","1466","54923  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 1374]"
"1374","9.947682800","10.35.99.145","172.217.24.3","TLSv1.3","367","Client Hello (SNI=ssl.gstatic.com)"
"1375","9.947819700","10.35.99.145","142.250.205.78","TLSv1.3","93","Application Data"
"1376","9.958881900","20.190.146.37","10.35.99.145","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1377","9.960435200","10.35.99.145","192.178.211.84","QUIC","1292","Initial, DCID=778e04f7d9ff2555, PKN: 8, PING, PING, PING, PING, PING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING"
"1378","9.960687600","10.35.99.145","20.190.146.37","TLSv1.2","346","Application Data"
"1379","9.961383600","10.35.99.145","20.190.146.37","TCP","1494","54575  >  443 [ACK] Seq=680 Ack=4008 Win=65280 Len=1440 [TCP PDU reassembled in 1383]"
"1380","9.961383600","10.35.99.145","20.190.146.37","TCP","1494","54575  >  443 [ACK] Seq=2120 Ack=4008 Win=65280 Len=1440 [TCP PDU reassembled in 1383]"
"1381","9.961383600","10.35.99.145","20.190.146.37","TCP","1494","54575  >  443 [ACK] Seq=3560 Ack=4008 Win=65280 Len=1440 [TCP PDU reassembled in 1383]"
"1382","9.961383600","10.35.99.145","20.190.146.37","TCP","1494","54575  >  443 [ACK] Seq=5000 Ack=4008 Win=65280 Len=1440 [TCP PDU reassembled in 1383]"
"1383","9.961383600","10.35.99.145","20.190.146.37","TLSv1.2","1225","Application Data"
"1384","9.961413400","20.106.86.13","10.35.99.145","TCP","2974","443  >  65095 [ACK] Seq=1 Ack=215 Win=12583424 Len=2920 [TCP PDU reassembled in 1386]"
"1385","9.961492300","10.35.99.145","20.106.86.13","TCP","54","65095  >  443 [ACK] Seq=215 Ack=2921 Win=65280 Len=0"
"1386","9.961563600","20.106.86.13","10.35.99.145","TLSv1.2","892","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1387","9.970745700","10.35.99.145","20.106.86.13","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1388","10.013114300","10.35.99.145","172.217.24.3","QUIC","1292","Initial, DCID=490995bd7dd7f245, PKN: 4, PING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO"
"1389","10.013396900","10.35.99.145","216.239.34.223","QUIC","1292","Initial, DCID=64f175204280b345, PKN: 8, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING"
"1390","10.138213500","142.250.205.78","10.35.99.145","TCP","54","443  >  50060 [ACK] Seq=3035 Ack=6290 Win=263936 Len=0"
"1391","10.139390000","172.217.24.3","10.35.99.145","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1392","10.139390000","172.217.24.3","10.35.99.145","TCP","1466","443  >  54923 [PSH, ACK] Seq=1413 Ack=1726 Win=268032 Len=1412 [TCP PDU reassembled in 1393]"
"1393","10.139390000","172.217.24.3","10.35.99.145","TLSv1.3","1316","Application Data"
"1394","10.139390000","20.190.146.37","10.35.99.145","TCP","54","443  >  54575 [ACK] Seq=4008 Ack=2120 Win=4194560 Len=0"
"1395","10.139503600","10.35.99.145","172.217.24.3","TCP","54","54923  >  443 [ACK] Seq=1726 Ack=4087 Win=65280 Len=0"
"1396","10.142077000","10.35.99.145","172.217.24.3","TLSv1.3","128","Change Cipher Spec, Application Data"
"1397","10.142442900","10.35.99.145","172.217.24.3","TLSv1.3","146","Application Data"
"1398","10.142676000","10.35.99.145","172.217.24.3","TLSv1.3","710","Application Data"
"1399","10.177107700","10.35.99.145","142.251.222.170","QUIC","1292","Initial, DCID=39fdaf84836c5698, PKN: 8, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING"
"1400","10.205121000","20.190.146.37","10.35.99.145","TCP","54","443  >  54575 [ACK] Seq=4008 Ack=5000 Win=4194560 Len=0"
"1401","10.205121000","20.190.146.37","10.35.99.145","TCP","54","443  >  54575 [ACK] Seq=4008 Ack=7611 Win=4194560 Len=0"
"1402","10.205121000","20.106.86.13","10.35.99.145","TCP","54","443  >  65095 [ACK] Seq=3759 Ack=373 Win=12583424 Len=0"
"1403","10.229126100","10.35.99.145","192.178.211.84","QUIC","1292","Initial, DCID=778e04f7d9ff2555, PKN: 9, CC, PADDING"
"1404","10.263408100","172.217.24.3","10.35.99.145","TLSv1.3","1014","Application Data, Application Data"
"1405","10.263408100","172.217.24.3","10.35.99.145","TCP","54","443  >  54923 [ACK] Seq=5047 Ack=2548 Win=267520 Len=0"
"1406","10.263408100","172.217.24.3","10.35.99.145","TLSv1.3","85","Application Data"
"1407","10.263495600","10.35.99.145","172.217.24.3","TCP","54","54923  >  443 [ACK] Seq=2548 Ack=5078 Win=64512 Len=0"
"1408","10.263573100","172.217.24.3","10.35.99.145","TLSv1.3","579","Application Data"
"1409","10.263573100","172.217.24.3","10.35.99.145","TLSv1.3","128","Application Data"
"1410","10.263573100","172.217.24.3","10.35.99.145","TLSv1.3","85","Application Data"
"1411","10.263573100","172.217.24.3","10.35.99.145","TLSv1.3","93","Application Data"
"1412","10.263593900","10.35.99.145","172.217.24.3","TCP","54","54923  >  443 [ACK] Seq=2548 Ack=5747 Win=65280 Len=0"
"1413","10.264284600","10.35.99.145","172.217.24.3","TLSv1.3","85","Application Data"
"1414","10.264409600","10.35.99.145","172.217.24.3","TLSv1.3","93","Application Data"
"1415","10.358798700","10.35.99.145","216.239.38.223","QUIC","1292","Initial, DCID=f8b00dd20295f9ba, PKN: 9, CC, PADDING"
"1416","10.368860100","172.217.24.3","10.35.99.145","TCP","54","443  >  54923 [ACK] Seq=5747 Ack=2618 Win=267520 Len=0"
"1417","10.368860100","74.125.200.188","10.35.99.145","TCP","1466","[TCP Retransmission] 5228  >  54912 [ACK] Seq=11730 Ack=1978 Win=268032 Len=1412"
"1418","10.368860100","13.107.9.158","10.35.99.145","TCP","54","443  >  55582 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1419","10.369007600","10.35.99.145","74.125.200.188","TCP","54","54912  >  5228 [ACK] Seq=1978 Ack=13867 Win=65280 Len=0"
"1420","10.377684600","20.106.86.13","10.35.99.145","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1421","10.377684600","20.106.86.13","10.35.99.145","TLSv1.2","123","Application Data"
"1422","10.377791300","10.35.99.145","20.106.86.13","TCP","54","65095  >  443 [ACK] Seq=373 Ack=3879 Win=64512 Len=0"
"1423","10.386239600","10.35.99.145","20.106.86.13","TLSv1.2","141","Application Data"
"1424","10.386594900","10.35.99.145","20.106.86.13","TLSv1.2","1089","Application Data"
"1425","10.386840600","10.35.99.145","20.106.86.13","TLSv1.2","92","Application Data"
"1426","10.545771800","10.35.99.145","142.250.67.46","QUIC","1292","Initial, DCID=5da8505af3e13c86, PKN: 10, PADDING, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO"
"1427","10.547355900","142.250.67.46","10.35.99.145","TLSv1.3","124","Application Data"
"1428","10.547355900","142.250.67.46","10.35.99.145","TLSv1.3","1193","Application Data"
"1429","10.547355900","142.250.67.46","10.35.99.145","TLSv1.3","181","Application Data"
"1430","10.547355900","142.250.67.46","10.35.99.145","TLSv1.3","85","Application Data"
"1431","10.547355900","142.250.67.46","10.35.99.145","TLSv1.3","93","Application Data"
"1432","10.547355900","20.190.146.37","10.35.99.145","TCP","8814","443  >  54575 [ACK] Seq=4008 Ack=7611 Win=4194560 Len=8760 [TCP PDU reassembled in 1436]"
"1433","10.547637200","10.35.99.145","142.250.67.46","TCP","54","65094  >  443 [ACK] Seq=6091 Ack=5690 Win=64000 Len=0"
"1434","10.547695900","10.35.99.145","20.190.146.37","TCP","54","54575  >  443 [ACK] Seq=7611 Ack=12768 Win=65280 Len=0"
"1435","10.548646200","10.35.99.145","142.250.67.46","TLSv1.3","93","Application Data"
"1436","10.555423700","20.190.146.37","10.35.99.145","TLSv1.2","8814","Application Data"
"1437","10.555556300","10.35.99.145","20.190.146.37","TCP","54","54575  >  443 [ACK] Seq=7611 Ack=21528 Win=65280 Len=0"
"1438","10.561666800","10.35.99.145","142.251.153.119","TCP","54","54574  >  443 [FIN, ACK] Seq=2282 Ack=1493 Win=65280 Len=0"
"1439","10.562421800","10.35.99.145","142.250.67.46","TCP","54","65094  >  443 [FIN, ACK] Seq=6130 Ack=5690 Win=64000 Len=0"
"1440","10.562580900","10.35.99.145","172.217.24.3","TCP","54","54923  >  443 [FIN, ACK] Seq=2618 Ack=5747 Win=65280 Len=0"
"1441","10.562736900","10.35.99.145","142.250.207.78","TCP","54","51874  >  443 [FIN, ACK] Seq=2504 Ack=8146 Win=65280 Len=0"
"1442","10.562917200","10.35.99.145","142.250.205.78","TCP","54","50060  >  443 [FIN, ACK] Seq=6290 Ack=3035 Win=64256 Len=0"
"1443","10.576210400","10.35.99.145","172.217.24.3","QUIC","1292","Initial, DCID=490995bd7dd7f245, PKN: 6, PING, PING, PADDING, PING, PING, PING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING"
"1444","10.596919100","10.35.99.145","142.250.206.3","QUIC","1292","Initial, DCID=2332c925902d96fe, PKN: 8, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO"
"1445","10.607242700","10.35.99.145","180.149.62.34","TCP","55","54198  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1"
"1446","10.628673100","10.35.99.145","142.251.222.170","QUIC","1292","Initial, DCID=bca24d24ba762d75, PKN: 8, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PING, CRYPTO"
"1447","10.669732300","10.35.99.145","216.239.34.223","QUIC","1292","Initial, DCID=0b6f4277bfbc55cb, PKN: 9, CC, PADDING"
"1448","10.670299100","10.35.99.145","142.250.67.46","QUIC","1292","Initial, DCID=5da8505af3e13c86, PKN: 11, CC, PADDING"
"1449","10.748073500","142.250.67.46","10.35.99.145","TCP","54","443  >  65094 [ACK] Seq=5690 Ack=6130 Win=264448 Len=0"
"1450","10.748142100","142.251.153.119","10.35.99.145","TLSv1.3","1070","Application Data, Application Data"
"1451","10.748142100","142.251.153.119","10.35.99.145","TCP","54","443  >  54574 [FIN, ACK] Seq=2509 Ack=2283 Win=267520 Len=0"
"1452","10.748142100","172.217.24.3","10.35.99.145","TCP","54","443  >  54923 [FIN, ACK] Seq=5747 Ack=2619 Win=267520 Len=0"
"1453","10.748142100","142.250.205.78","10.35.99.145","TCP","54","443  >  50060 [FIN, ACK] Seq=3035 Ack=6291 Win=263936 Len=0"
"1454","10.748142100","142.250.207.78","10.35.99.145","TCP","54","443  >  51874 [FIN, ACK] Seq=8146 Ack=2505 Win=267520 Len=0"
"1455","10.748142100","142.250.67.46","10.35.99.145","TCP","54","443  >  65094 [FIN, ACK] Seq=5690 Ack=6131 Win=264448 Len=0"
"1456","10.748215300","10.35.99.145","142.251.153.119","TCP","54","54574  >  443 [RST, ACK] Seq=2283 Ack=2509 Win=0 Len=0"
"1457","10.748306600","10.35.99.145","172.217.24.3","TCP","54","54923  >  443 [ACK] Seq=2619 Ack=5748 Win=65280 Len=0"
"1458","10.748339200","10.35.99.145","142.250.205.78","TCP","54","50060  >  443 [ACK] Seq=6291 Ack=3036 Win=64256 Len=0"
"1459","10.748367300","10.35.99.145","142.250.207.78","TCP","54","51874  >  443 [ACK] Seq=2505 Ack=8147 Win=65280 Len=0"
"1460","10.748387700","10.35.99.145","142.250.67.46","TCP","54","65094  >  443 [ACK] Seq=6131 Ack=5691 Win=64000 Len=0"
"1461","10.748625700","20.190.146.37","10.35.99.145","TCP","1514","443  >  54575 [ACK] Seq=21528 Ack=7611 Win=4194560 Len=1460 [TCP PDU reassembled in 1463]"
"1462","10.748625700","20.190.146.37","10.35.99.145","TCP","1514","443  >  54575 [ACK] Seq=22988 Ack=7611 Win=4194560 Len=1460 [TCP PDU reassembled in 1463]"
"1463","10.748625700","20.190.146.37","10.35.99.145","TLSv1.2","507","Application Data"
"1464","10.748702500","10.35.99.145","20.190.146.37","TCP","54","54575  >  443 [ACK] Seq=7611 Ack=24901 Win=65280 Len=0"
"1465","10.769353600","10.35.99.145","10.35.99.221","DNS","76","Standard query 0xd87e HTTPS drive.google.com"
"1466","10.770184100","10.35.99.145","10.35.99.221","DNS","76","Standard query 0x6ec4 A drive.google.com"
"1467","10.846505700","10.35.99.145","142.250.67.46","TCP","66","53058  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1468","10.866781300","20.195.84.7","10.35.99.145","TCP","1514","443  >  55580 [ACK] Seq=2019 Ack=895 Win=651 Len=1460 [TCP PDU reassembled in 1470]"
"1469","10.866781300","20.195.84.7","10.35.99.145","TCP","1514","443  >  55580 [PSH, ACK] Seq=3479 Ack=895 Win=651 Len=1460 [TCP PDU reassembled in 1470]"
"1470","10.866781300","20.195.84.7","10.35.99.145","TLSv1.2","514","Application Data"
"1471","10.866781300","20.106.86.13","10.35.99.145","TLSv1.2","92","Application Data"
"1472","10.866781300","20.106.86.13","10.35.99.145","TCP","54","443  >  65095 [ACK] Seq=3917 Ack=1495 Win=12583680 Len=0"
"1473","10.866781300","20.106.86.13","10.35.99.145","TCP","54","443  >  65095 [ACK] Seq=3917 Ack=1533 Win=12583680 Len=0"
"1474","10.866781300","180.149.62.34","10.35.99.145","TCP","54","443  >  54198 [ACK] Seq=1 Ack=2 Win=47 Len=0"
"1475","10.866926500","10.35.99.145","20.195.84.7","TCP","54","55580  >  443 [ACK] Seq=895 Ack=5399 Win=255 Len=0"
"1476","10.867910500","10.35.99.145","20.195.84.7","TLSv1.2","486","Application Data"
"1477","10.869718100","10.35.99.221","10.35.99.145","DNS","76","Standard query response 0xd87e HTTPS drive.google.com"
"1478","10.869718100","10.35.99.221","10.35.99.145","DNS","92","Standard query response 0x6ec4 A drive.google.com A 172.217.24.110"
"1479","10.870106400","10.35.99.145","216.239.34.223","QUIC","1292","Initial, DCID=64f175204280b345, PKN: 9, CC, PADDING"
"1480","10.873145100","10.35.99.145","172.217.24.110","QUIC","1292","Initial, DCID=0cbd9dc4f2314c66, PKN: 1, PING, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"1481","10.873356900","10.35.99.145","172.217.24.110","QUIC","1292","Initial, DCID=0cbd9dc4f2314c66, PKN: 2, PING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO"
"1482","10.873977900","10.35.99.145","172.217.24.110","TCP","66","59689  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1483","10.905518900","10.35.99.145","20.195.84.7","TLSv1.2","486","Application Data"
"1484","10.915135200","10.35.99.145","20.106.86.13","TCP","54","65095  >  443 [ACK] Seq=1533 Ack=3917 Win=64512 Len=0"
"1485","10.946758800","10.35.99.145","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1486","10.947095100","fe80::6fc2:59b2:1acd:555b","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1487","11.000092600","142.250.67.46","10.35.99.145","TCP","66","443  >  53058 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1488","11.000092600","172.217.24.110","10.35.99.145","TCP","66","443  >  59689 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1489","11.000343800","10.35.99.145","142.250.67.46","TCP","54","53058  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1490","11.000476500","10.35.99.145","172.217.24.110","TCP","54","59689  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1491","11.001059900","10.35.99.145","172.217.24.110","TCP","1466","59689  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 1492]"
"1492","11.001059900","10.35.99.145","172.217.24.110","TLSv1.3","368","Client Hello (SNI=drive.google.com)"
"1493","11.001524600","10.35.99.145","142.250.67.46","TCP","1466","53058  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 1494]"
"1494","11.001524600","10.35.99.145","142.250.67.46","TLSv1.3","894","Client Hello (SNI=clients4.google.com)"
"1495","11.101522300","10.35.99.145","57.144.43.32","TCP","55","50283  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1"
"1496","11.112308000","20.195.84.7","10.35.99.145","TCP","54","443  >  55580 [ACK] Seq=5399 Ack=1327 Win=651 Len=0"
"1497","11.112308000","20.195.84.7","10.35.99.145","TLSv1.2","87","Application Data"
"1498","11.112308000","20.195.84.7","10.35.99.145","TLSv1.2","87","Application Data"
"1499","11.112378300","10.35.99.145","20.195.84.7","TCP","54","55580  >  443 [ACK] Seq=1759 Ack=5465 Win=255 Len=0"
"1500","11.123691900","172.217.24.110","10.35.99.145","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1501","11.123691900","172.217.24.110","10.35.99.145","TCP","1466","443  >  59689 [PSH, ACK] Seq=1413 Ack=1727 Win=268032 Len=1412 [TCP PDU reassembled in 1505]"
"1502","11.123691900","172.217.24.110","10.35.99.145","TCP","1466","443  >  59689 [ACK] Seq=2825 Ack=1727 Win=268032 Len=1412 [TCP PDU reassembled in 1505]"
"1503","11.123851700","10.35.99.145","172.217.24.110","TCP","54","59689  >  443 [ACK] Seq=1727 Ack=4237 Win=65280 Len=0"
"1504","11.123953100","172.217.24.110","10.35.99.145","TCP","1466","443  >  59689 [PSH, ACK] Seq=4237 Ack=1727 Win=268032 Len=1412 [TCP PDU reassembled in 1505]"
"1505","11.123953100","172.217.24.110","10.35.99.145","TLSv1.3","981","Application Data"
"1506","11.123984800","10.35.99.145","172.217.24.110","TCP","54","59689  >  443 [ACK] Seq=1727 Ack=6576 Win=65280 Len=0"
"1507","11.125851600","10.35.99.145","172.217.24.110","TLSv1.3","128","Change Cipher Spec, Application Data"
"1508","11.126239600","10.35.99.145","172.217.24.110","TLSv1.3","146","Application Data"
"1509","11.126899400","10.35.99.145","172.217.24.110","TCP","1466","59689  >  443 [ACK] Seq=1893 Ack=6576 Win=65280 Len=1412 [TCP PDU reassembled in 1511]"
"1510","11.126899400","10.35.99.145","172.217.24.110","TCP","1466","59689  >  443 [ACK] Seq=3305 Ack=6576 Win=65280 Len=1412 [TCP PDU reassembled in 1511]"
"1511","11.126899400","10.35.99.145","172.217.24.110","TLSv1.3","487","Application Data"
"1512","11.153353600","10.35.99.145","142.251.222.170","QUIC","1292","Initial, DCID=39fdaf84836c5698, PKN: 9, CC, PADDING"
"1513","11.163217900","10.35.99.145","34.104.35.123","TCP","66","[TCP Retransmission] 52029  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1514","11.246161300","10.35.99.145","172.217.24.110","QUIC","1292","Initial, DCID=0cbd9dc4f2314c66, PKN: 4, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, CRYPTO, PING, PING, PING, PADDING, CRYPTO"
"1515","11.261444200","142.250.67.46","10.35.99.145","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1516","11.261444200","142.250.67.46","10.35.99.145","TLSv1.3","110","Application Data"
"1517","11.261444200","172.217.24.110","10.35.99.145","TLSv1.3","1016","Application Data, Application Data"
"1518","11.261444200","172.217.24.110","10.35.99.145","TLSv1.3","85","Application Data"
"1519","11.261573700","10.35.99.145","142.250.67.46","TCP","54","53058  >  443 [ACK] Seq=2253 Ack=1469 Win=65280 Len=0"
"1520","11.261671200","10.35.99.145","172.217.24.110","TCP","54","59689  >  443 [ACK] Seq=5150 Ack=7569 Win=64512 Len=0"
"1521","11.262202100","10.35.99.145","172.217.24.110","TLSv1.3","85","Application Data"
"1522","11.263547300","10.35.99.145","142.250.67.46","TLSv1.3","128","Change Cipher Spec, Application Data"
"1523","11.263882900","10.35.99.145","142.250.67.46","TLSv1.3","146","Application Data"
"1524","11.264195600","10.35.99.145","142.250.67.46","TLSv1.3","765","Application Data"
"1525","11.264274100","10.35.99.145","142.250.67.46","TCP","1466","53058  >  443 [ACK] Seq=3130 Ack=1469 Win=65280 Len=1412 [TCP PDU reassembled in 1526]"
"1526","11.264274100","10.35.99.145","142.250.67.46","TLSv1.3","158","Application Data"
"1527","11.265000400","10.35.99.145","10.35.99.221","DNS","92","Standard query 0xc925 A mobile.events.data.microsoft.com"
"1528","11.287180800","10.35.99.145","142.250.205.78","QUIC","1292","Initial, DCID=f02dbe96699b6459, PKN: 7, CC, PADDING"
"1529","11.314325900","172.217.24.110","10.35.99.145","TCP","54","443  >  59689 [ACK] Seq=7569 Ack=4717 Win=265216 Len=0"
"1530","11.314325900","57.144.43.32","10.35.99.145","TCP","54","443  >  50283 [ACK] Seq=1 Ack=2 Win=466 Len=0"
"1531","11.314325900","172.217.24.110","10.35.99.145","TCP","54","443  >  59689 [ACK] Seq=7569 Ack=5150 Win=264960 Len=0"
"1532","11.314749200","20.106.86.13","10.35.99.145","TLSv1.2","417","Application Data"
"1533","11.314749200","10.35.99.221","10.35.99.145","DNS","215","Standard query response 0xc925 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus00.centralus.cloudapp.azure.com A 13.89.178.26"
"1534","11.315589700","10.35.99.145","13.89.178.26","TCP","66","59690  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
